Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Resolved Address,Name,Info,Conditions
"San Francisco, CA, USA","4/16/2019",48.8,62.1,54.9,45.7,72.05,"null",26.4,31.1,257.5,44.9,0,0,"null",9.2,33.1,1020.1,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","4/17/2019",50,68,57.6,47.6,70.56,"null",21.9,"null",233.33,47.7,0,0,"null",9.7,26,1021.8,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","4/18/2019",48.8,75.8,59.7,49.8,71.09,"null",18.3,"null",211.25,45.8,0,0,"null",9.9,43.6,1017.4,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","4/19/2019",52.1,65.9,57.2,49.8,77.32,"null",31.1,43.8,270.42,"null",0,0,"null",8.7,67.9,1012.8,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","4/20/2019",47,57.8,53,45.6,76.47,"null",35.8,46.8,271.25,43.2,0,0,"null",9,39.5,1016.3,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","4/21/2019",48.8,62.1,54.5,46.1,74.08,"null",26.4,35.7,204.75,44.6,0,0,"null",9.7,22.8,1019.1,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Clear"
"San Francisco, CA, USA","4/22/2019",55.1,75.8,60.7,47.4,63.09,"null",23,31.1,209.58,"null",0,0,"null",9.9,25.5,1016.7,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","4/23/2019",55.1,87.2,67.4,51,59.16,84.9,16.1,"null",212.92,"null",0,0,"null",9.9,35.7,1013.9,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","4/24/2019",52.1,80.1,61.9,50.4,68.01,80.2,21.9,31.1,264.17,"null",0,0,"null",9.8,15.8,1013.5,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Clear"
"San Francisco, CA, USA","4/25/2019",50,63,56.4,48.6,75.51,"null",23,32.2,271.42,"null",0,0,"null",9.2,34.4,1014.6,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","4/26/2019",51.2,69.2,58.3,49.4,73.02,"null",24.2,"null",208.75,"null",0,0,"null",9.5,40.2,1014.1,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","4/27/2019",50,66.8,57.7,46.9,68.03,"null",11.4,"null",164.35,47.2,0,0,"null",9.7,40.6,1012.7,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","4/28/2019",51.9,65,56.9,46.1,67.46,"null",19.7,"null",223.08,"null",0,0,"null",9.8,33.9,1009.1,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","4/29/2019",55.1,65.9,58.7,47,65.46,"null",17.2,24.2,201.04,"null",0,0,"null",9.9,39,1010.1,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","4/30/2019",48.8,65,56.3,44.2,64.3,"null",20.8,26.4,242.08,47,0,0,"null",9.9,23.3,1015.2,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Clear"
"San Francisco, CA, USA","5/1/2019",50,70.1,58.7,47.2,67.03,"null",23,"null",237.5,47.2,0,0,"null",9.9,28.6,1016.8,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","5/2/2019",50,71.1,58,46.2,67.19,"null",21.9,"null",232.5,45.9,0,0,"null",9.9,28.2,1015.5,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","5/3/2019",48.8,65.9,56.3,46.2,70.18,"null",21.9,"null",267.39,43.9,0,0,"null",9.9,33,1014.1,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","5/4/2019",50,64.1,55.8,44.7,66.67,"null",21.9,21.9,257.08,47.2,0,0,"null",9.9,37.6,1011.9,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","5/5/2019",53.1,62.1,56.7,45.7,67.2,"null",21.9,27.7,233.33,"null",0,0,"null",9.9,67,1011.2,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","5/6/2019",52.1,61.1,56.4,47.3,71.89,"null",17.2,24.2,228.75,"null",0,0,"null",9.9,62.5,1014.7,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","5/7/2019",53.1,64.1,57.8,48.2,70.57,"null",16.1,16.1,238.64,"null",0,0,"null",9.9,48.4,1017.5,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","5/8/2019",55.1,66.8,58.5,50.1,73.89,"null",19.7,"null",225.83,"null",0,0,"null",9.9,52,1012.4,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","5/9/2019",54,65.9,58.9,49.5,71.18,"null",16.1,"null",235.83,"null",0,0,"null",9.9,54.2,1008.8,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","5/10/2019",55.1,68,59.8,49.9,70.63,"null",21.9,"null",285.42,"null",0,0,"null",9.9,41.8,1012.1,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","5/11/2019",54,65,58.1,48.8,71.65,"null",24.2,"null",270.46,"null",0,0,"null",9.9,48.7,1014.8,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","5/12/2019",52.1,64.1,57.1,48.3,72.68,"null",20.8,31.1,262.08,"null",0,0,"null",9.9,44.7,1016,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","5/13/2019",55.1,64.1,57.8,47.9,69.82,"null",24.2,29.9,264.78,"null",0,0,"null",9.9,57.9,1017.1,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","5/14/2019",57.8,63,60,49.2,67.85,"null",16.1,17.2,216.36,"null",0,0,"null",9.9,61.7,1014.9,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","5/15/2019",55.1,64.1,58.7,51.1,76.21,"null",26.4,36.8,190.42,"null",0.48,45.83,"null",8.7,63.9,1007.7,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Rain, Partially cloudy"
"San Francisco, CA, USA","5/16/2019",52.1,59,55.3,45.6,69.83,"null",24.2,32.2,256.25,"null",0.27,25,"null",9.3,55,1015.7,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Rain, Partially cloudy"
"San Francisco, CA, USA","5/17/2019",51.2,63,56.6,45.1,66.17,"null",21.9,24.2,239.17,"null",0,0,"null",9.9,43.6,1018.4,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","5/18/2019",50,56,54.4,48.8,81.79,"null",23,33.3,150,"null",1.08,62.5,"null",8,54.9,1009.6,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Rain, Partially cloudy"
"San Francisco, CA, USA","5/19/2019",50,60.2,54.9,46.9,75.24,"null",15,19.7,236.96,47.7,0.04,8.33,"null",9.9,47,1010.9,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Rain, Partially cloudy"
"San Francisco, CA, USA","5/20/2019",53.1,62.1,57.3,47.8,70.98,"null",17.2,31.1,247.08,"null",0.06,8.33,"null",9.2,58,1015.1,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Rain, Partially cloudy"
"San Francisco, CA, USA","5/21/2019",52.1,60.2,55.7,48.7,77.84,"null",26.4,35.7,281.25,"null",0.07,20.83,"null",7.9,55,1011.9,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Rain, Partially cloudy"
"San Francisco, CA, USA","5/22/2019",53.1,65.9,59.1,50.5,74.18,"null",23,27.7,253.33,"null",0,0,"null",9.3,43.1,1009.3,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","5/23/2019",55.1,70.1,60.9,50.5,69.24,"null",11.4,"null",195,"null",0,0,"null",9.6,36,1012.9,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","5/24/2019",53.1,68,58.9,50.2,73.35,"null",20.8,30,243.58,"null",0,0,"null",8.9,50.3,1013.7,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","5/25/2019",52.1,66.8,57.9,46.9,67.32,"null",26.1,34.3,247.75,"null",0,0,"null",9,47,1009.6,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","5/26/2019",52.1,60.2,55.3,46,71.43,"null",23,30.4,264.58,"null",0,0,"null",8.9,65.4,1014,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","5/27/2019",52.1,61.1,56.5,48.3,74.25,"null",24.2,33.3,242.08,"null",0,0,"null",9.6,70.7,1018.2,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","5/28/2019",54,65,57.9,49.5,74.13,"null",20.8,29.8,234.58,"null",0,0,"null",8.4,36.2,1014.7,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","5/29/2019",52.1,66.8,57.4,49.7,76.44,"null",27.7,34.9,257.92,"null",0,0,"null",8.6,49,1012.7,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","5/30/2019",53.1,61.1,55.7,49.2,79.05,"null",20.8,27.7,236.67,"null",0,0,"null",9.7,63.3,1013.6,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","5/31/2019",53.1,65.9,57.4,50.7,79.31,"null",23,31.1,276.25,"null",0,0,"null",9.1,37.3,1011,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","6/1/2019",55.1,73.1,60.4,52.5,75.77,"null",20.8,26.4,211.25,"null",0,0,"null",9.6,36.5,1009.8,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","6/2/2019",53.1,71.1,60.2,52.1,75.18,"null",13.9,"null",216.25,"null",0,0,"null",9.9,39.5,1012.2,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","6/3/2019",52.1,66.8,58.5,50.6,75.46,"null",20.8,"null",298.26,"null",0,0,"null",9.6,27.2,1012.6,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","6/4/2019",56,79.1,64.2,51.3,64.19,"null",19.7,"null",247.08,"null",0,0,"null",9.9,22.2,1011.9,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Clear"
"San Francisco, CA, USA","6/5/2019",53.1,70.1,60.8,51.6,73.39,"null",24.2,32.2,288.33,"null",0,0,"null",9.5,43.5,1012.5,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","6/6/2019",50,63,56.7,46.4,68.8,"null",32.2,43.6,265.83,44.9,0,0,"null",9.9,33.2,1015.3,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","6/7/2019",54,68,60.4,45.3,58.62,"null",25.3,31.1,275.45,"null",0,0,"null",9.9,15.6,1016,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Clear"
"San Francisco, CA, USA","6/8/2019",61.1,79.1,69.9,43.6,40.72,"null",17.2,"null",209.57,"null",0,0,"null",9.3,32.8,1015.1,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","6/9/2019",66.8,89.1,77.6,46,37.52,85.6,17.2,"null",120.83,"null",0,0,"null",9.9,71.1,1015.1,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","6/10/2019",70.1,97.1,79.7,54.2,44.43,94.5,18.3,"null",112.17,"null",0,0,"null",9.9,60.6,1015,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","6/11/2019",70.1,96.2,78.2,55.9,49.49,94.4,20.8,"null",184.58,"null",0,0,"null",9.9,52.9,1013.5,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","6/12/2019",57.8,83.9,67.6,56.1,69,83.7,18.3,"null",243.75,"null",0,0,"null",9.9,32.7,1012.5,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","6/13/2019",55.1,73.1,61.7,53.2,75.02,"null",23,26.4,255.83,"null",0,0,"null",9.5,55.4,1013.1,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","6/14/2019",54,66.8,59,50.4,74.09,"null",25.3,31.1,257.92,"null",0,0,"null",9.7,47,1014.4,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","6/15/2019",54,62.1,56.7,49.9,78.26,"null",18.3,"null",247.92,"null",0,0,"null",9.1,65.2,1014.3,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","6/16/2019",55.1,65.9,58.6,50.3,74.31,"null",23,"null",244.78,"null",0,0,"null",9.7,37.3,1011,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","6/17/2019",57.4,74,63.4,54.1,72.27,"null",17.2,"null",179.39,"null",0,0,"null",9.4,34,1011.3,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","6/18/2019",57.8,70.1,62.5,54.9,76.86,"null",23,31.1,195.58,"null",0,0,"null",9.6,48.5,1013.2,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","6/19/2019",57.8,72,62.7,54.8,75.99,"null",21.9,"null",176.25,"null",0,0,"null",9.7,34.9,1012.9,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","6/20/2019",55.1,74,62.5,51.3,67.66,"null",15,18.3,200.87,"null",0,0,"null",9.9,28.3,1011.7,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","6/21/2019",54,70.1,61.5,51.4,70.55,"null",21.9,"null",238.75,"null",0,0,"null",9.9,17.2,1012.7,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Clear"
"San Francisco, CA, USA","6/22/2019",55.1,79.1,65.3,52.9,66.92,"null",20.8,"null",260.42,"null",0,0,"null",8.6,21.5,1013.8,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Clear"
"San Francisco, CA, USA","6/23/2019",55.1,78.2,64.7,54.5,71.74,"null",25.3,29.8,235,"null",0,0,"null",9.9,25.9,1013.1,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","6/24/2019",56,72,62.9,52.8,70.26,"null",20.8,"null",258.33,"null",0,0,"null",9.9,46.8,1010.6,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","6/25/2019",56,72,63.4,49.8,62.68,"null",21.9,35.7,276.25,"null",0,0,"null",9.8,27.8,1012.2,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","6/26/2019",57.8,69.2,61.6,52.3,71.87,"null",17.2,24.2,269.58,"null",0,0,"null",9.7,58.4,1017.3,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","6/27/2019",56,69.2,62.4,50.3,65.31,"null",24.2,34.4,273.33,"null",0,0,"null",9.9,50.5,1018,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","6/28/2019",53.1,69.2,61.2,49.8,67.34,"null",27.7,33.3,282.92,"null",0,0,"null",9.9,38.1,1017.4,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","6/29/2019",55.1,66.8,61.1,49.7,67.05,"null",24.2,"null",288.33,"null",0,0,"null",9.4,32.6,1017.1,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","6/30/2019",56,68,61.2,51.3,70.83,"null",20.8,20.8,273.75,"null",0,0,"null",9.9,30.6,1017.7,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","7/1/2019",55.1,70.1,61.6,50.8,68.8,"null",20.8,26.4,265.42,"null",0,0,"null",9.9,34.1,1016.5,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","7/2/2019",55.1,66.8,60,50.9,72.46,"null",25.3,33.3,265.83,"null",0,0,"null",9.4,46,1014.3,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","7/3/2019",55.1,68,60.7,50.7,70.46,"null",24.2,31.1,266.25,"null",0,0,"null",9,35.7,1013.4,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","7/4/2019",55.1,71.1,60.7,51.2,72.23,"null",20.8,"null",252.5,"null",0,0,"null",9.3,27.1,1014.7,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","7/5/2019",55.1,70.1,62,51.4,69.05,"null",20.8,"null",262.61,"null",0,0,"null",9.1,27.1,1016.1,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","7/6/2019",56,70.1,62.1,49.8,64.9,"null",24.2,32.2,258.75,"null",0,0,"null",8.7,47.1,1014.3,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","7/7/2019",56.9,66.8,61.2,51.6,71.1,"null",23,34.4,249.58,"null",0,0,"null",9.6,48.5,1014.3,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","7/8/2019",57.8,63,60,51.6,73.89,"null",20.8,31.1,259.58,"null",0,0,"null",9.6,56.7,1016.6,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","7/9/2019",57.8,70.1,64.3,56.8,77.08,"null",18.3,23,277.5,"null",0,0,"null",9.9,55.3,1017.9,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","7/10/2019",57.8,72,64.6,55.2,72.86,"null",23,29.8,280.83,"null",0,0,"null",9.6,34.3,1018.5,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","7/11/2019",55.1,70.1,61.8,54.6,77.7,"null",26.4,33.3,286.67,"null",0,0,"null",9.6,37.9,1016.3,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","7/12/2019",55.1,68,60.2,52.7,77.01,"null",28.9,34.9,289.57,"null",0,0,"null",9.8,36.9,1012.8,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","7/13/2019",55.6,66.8,60.8,52.5,74.81,"null",21.9,27.7,296.08,"null",0,0,"null",9.3,28.8,1013.2,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","7/14/2019",57.8,66.8,63,51.4,66.1,"null",20.8,25.3,296.25,"null",0,0,"null",9.9,13.1,1016.3,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Clear"
"San Francisco, CA, USA","7/15/2019",57.8,75.8,65.9,54,67.28,"null",38,47.2,287.83,"null",0,0,"null",9.9,23.7,1014.5,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Clear"
"San Francisco, CA, USA","7/16/2019",57.8,74,64.2,53.2,68.79,"null",32.2,41.4,224.17,"null",0,0,"null",9.8,26.2,1012.5,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","7/17/2019",57.8,78.2,65.4,54.1,68.15,"null",20.8,"null",231.25,"null",0,0,"null",9.8,30.1,1012.6,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","7/18/2019",61.1,78.2,65.8,55.1,69.35,"null",20.8,17.2,146.25,"null",0,0,"null",9.9,43.2,1012.3,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","7/19/2019",61.1,74.9,66.7,53.7,63.61,"null",16.1,16.1,187,"null",0,0,"null",9.8,31.7,1012.4,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","7/20/2019",57.8,73.1,63.6,53.3,70.53,"null",21.9,19.7,246.36,"null",0,0,"null",9.9,32.9,1012.9,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","7/21/2019",56.9,72,63.1,54.4,73.99,"null",20.8,"null",238.75,"null",0,0,"null",9.9,34.8,1013.3,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","7/22/2019",57.8,74,63.5,53.8,71.53,"null",21.9,"null",261.67,"null",0,0,"null",9.9,24.1,1014.8,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Clear"
"San Francisco, CA, USA","7/23/2019",55.1,70.1,62.7,52.8,70.92,"null",25.3,29.9,283.58,"null",0,0,"null",9.8,27.8,1016.2,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","7/24/2019",57.8,82.1,66.7,53.6,64.63,81.5,22.4,"null",239.29,"null",0,0,"null",9.6,27.6,1013.6,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","7/25/2019",57.8,70.1,62.7,53.4,72.27,"null",25.3,31.1,282.08,"null",0,0,"null",9.5,39,1014.2,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","7/26/2019",56,74,63.2,54.1,73.55,"null",20.8,"null",217.39,"null",0,0,"null",9.9,24.4,1016.7,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Clear"
"San Francisco, CA, USA","7/27/2019",57.8,78.2,67.6,54.2,63.37,"null",19.7,"null",253.04,"null",0,0,"null",9.7,15.6,1014.4,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Clear"
"San Francisco, CA, USA","7/28/2019",57.8,74,64.5,53.5,68.45,"null",26.4,32.2,284.17,"null",0,0,"null",9.8,27.1,1013.3,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","7/29/2019",57.8,68,62.7,53,71.17,"null",34.4,44.8,258.75,"null",0,0,"null",9.5,41.7,1014.2,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","7/30/2019",56,70.1,62.4,51.8,69.34,"null",19.7,23,219.17,"null",0,0,"null",9.7,30.9,1014.2,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","7/31/2019",57.8,74.9,64.6,54.6,70.81,"null",20.8,"null",228.7,"null",0,0,"null",9.9,25.5,1014.7,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","8/1/2019",61.1,68,63.6,56.3,77.62,"null",21.9,29.9,254.35,"null",0,0,"null",9.6,48.8,1017.4,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","8/2/2019",57.8,69.2,63.1,56.1,78.72,"null",25.3,32.2,272.5,"null",0,0,"null",9.7,35.8,1016.2,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","8/3/2019",61.1,73.1,65.1,56.6,74.95,"null",23,29.6,291.3,"null",0,0,"null",9.7,45.9,1014,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
"San Francisco, CA, USA","8/4/2019",60.2,72,64.9,56,73.56,"null",24.2,37.9,248.33,"null",0,0,"null",9.7,43,1015,"null",37.6561,-122.414,"San Francisco, CA, United States","San Francisco, CA, United States","null","Partially cloudy"
