date,city,temperature
2012-08-03,Austin,85.3
2012-08-04,New York,79.6
2012-08-04,San Francisco,54.1
2012-08-04,Austin,86
2012-08-05,New York,81.5
2012-08-05,San Francisco,57.8
2012-08-05,Austin,84.2
2012-08-06,New York,80
2012-08-06,San Francisco,58.2
2012-08-06,Austin,81.9
2012-08-07,New York,75.7
2012-08-07,San Francisco,58
2012-08-07,Austin,86.5
2012-08-08,New York,77.8
2012-08-08,San Francisco,57
2012-08-08,Austin,86.1
2012-08-09,New York,78.6
2012-08-09,San Francisco,55
2012-08-09,Austin,86.8
2012-08-10,New York,77.8
2012-08-10,San Francisco,54.8
2012-08-10,Austin,88
2012-08-11,New York,78.5
2012-08-11,San Francisco,53
2012-08-11,Austin,85.1
2012-08-12,New York,78.8
2012-08-12,San Francisco,52.5
2012-08-12,Austin,87.4
2012-08-13,New York,78.6
2012-08-13,San Francisco,53.3
2012-08-13,Austin,88
2012-08-14,New York,76.8
2012-08-14,San Francisco,53.9
2012-08-14,Austin,88
2012-08-15,New York,76.7
2012-08-15,San Francisco,56.2
2012-08-15,Austin,87.2
2012-08-16,New York,75.9
2012-08-16,San Francisco,57.1
2012-08-16,Austin,86.1
2012-08-17,New York,77.6
2012-08-17,San Francisco,55.3
2012-08-17,Austin,86.8
2012-08-18,New York,72.6
2012-08-18,San Francisco,56.2
2012-08-18,Austin,84.9
2012-08-19,New York,70.4
2012-08-19,San Francisco,54.3
2012-08-19,Austin,76.8
2012-08-20,New York,71.8
2012-08-20,San Francisco,53.1
2012-08-20,Austin,80.6
2012-08-21,New York,73.6
2012-08-21,San Francisco,53.4
2012-08-21,Austin,80
2012-08-22,New York,74.7
2012-08-22,San Francisco,54.5
2012-08-22,Austin,78.2
2012-08-23,New York,74.6
2012-08-23,San Francisco,55.7
2012-08-23,Austin,79.1
2012-08-24,New York,76
2012-08-24,San Francisco,54.8
2012-08-24,Austin,81.9
2012-08-25,New York,76.2
2012-08-25,San Francisco,53.8
2012-08-25,Austin,84.7
2012-08-26,New York,73.4
2012-08-26,San Francisco,56.5
2012-08-26,Austin,83.5
2012-08-27,New York,74.6
2012-08-27,San Francisco,58.3
2012-08-27,Austin,82.1
2012-08-28,New York,79.4
2012-08-28,San Francisco,58.7
2012-08-28,Austin,84
2012-08-29,New York,74.7
2012-08-29,San Francisco,57.5
2012-08-29,Austin,85.7
2012-08-30,New York,73.5
2012-08-30,San Francisco,55.9
2012-08-30,Austin,87.2
2012-08-31,New York,77.9
2012-08-31,San Francisco,55.4
2012-08-31,Austin,82.9
2012-09-01,New York,80.7
2012-09-01,San Francisco,55.7
2012-09-01,Austin,84.8
2012-09-02,New York,75.1
2012-09-02,San Francisco,53.1
2012-09-02,Austin,83.9
2012-09-03,New York,73.5
2012-09-03,San Francisco,53.5
2012-09-03,Austin,85.5
2012-09-04,New York,73.5
2012-09-04,San Francisco,52.5
2012-09-04,Austin,86.4
2012-09-05,New York,77.7
2012-09-05,San Francisco,54.5
2012-09-05,Austin,85.8
2012-09-06,New York,74.2
2012-09-06,San Francisco,56.3
2012-09-06,Austin,85.4
2012-09-07,New York,76
2012-09-07,San Francisco,56.4
2012-09-07,Austin,85.3
2012-09-08,New York,77.1
2012-09-08,San Francisco,56.5
2012-09-08,Austin,81.9
2012-09-09,New York,69.7
2012-09-09,San Francisco,56.4
2012-09-09,Austin,74.8
2012-09-10,New York,67.8
2012-09-10,San Francisco,55.4
2012-09-10,Austin,71.6
2012-09-11,New York,64
2012-09-11,San Francisco,56.2
2012-09-11,Austin,75.9
2012-09-12,New York,68.1
2012-09-12,San Francisco,55.7
2012-09-12,Austin,82.1
2012-09-13,New York,69.3
2012-09-13,San Francisco,54.3
2012-09-13,Austin,80.5
2012-09-14,New York,70
2012-09-14,San Francisco,55.2
2012-09-14,Austin,70
2012-09-15,New York,69.3
2012-09-15,San Francisco,54.3
2012-09-15,Austin,71.2
2012-09-16,New York,66.3
2012-09-16,San Francisco,52.9
2012-09-16,Austin,70.3
2012-09-17,New York,67
2012-09-17,San Francisco,54.8
2012-09-17,Austin,72.1
2012-09-18,New York,72.8
2012-09-18,San Francisco,54.8
2012-09-18,Austin,73.7
2012-09-19,New York,67.2
2012-09-19,San Francisco,56.8
2012-09-19,Austin,72.7
2012-09-20,New York,62.1
2012-09-20,San Francisco,55.4
2012-09-20,Austin,71.7
2012-09-21,New York,64
2012-09-21,San Francisco,55.8
2012-09-21,Austin,72.9
2012-09-22,New York,65.5
2012-09-22,San Francisco,55.9
2012-09-22,Austin,73.1
2012-09-23,New York,65.7
2012-09-23,San Francisco,52.8
2012-09-23,Austin,75.6
2012-09-24,New York,60.4
2012-09-24,San Francisco,54.5
2012-09-24,Austin,78.3
2012-09-25,New York,63.2
2012-09-25,San Francisco,53.3
2012-09-25,Austin,78.3
2012-09-26,New York,68.5
2012-09-26,San Francisco,53.6
2012-09-26,Austin,79.6
2012-09-27,New York,69.2
2012-09-27,San Francisco,52.1
2012-09-27,Austin,76.4
2012-09-28,New York,68.7
2012-09-28,San Francisco,52.6
2012-09-28,Austin,77.2
2012-09-29,New York,62.5
2012-09-29,San Francisco,53.9
2012-09-29,Austin,75.2
2012-09-30,New York,62.3
2012-09-30,San Francisco,55.1
2012-09-30,Austin,71.9
